customerid,registrationdate,age,gender,incomelevel,country,city,totalpurchases,averageordervalue,customerlifetimevalue,favoritecategory,secondfavoritecategory,emailengagementrate,socialmediaengagementrate,mobileappusage,customerserviceinteractions,averagesatisfactionscore,emailconversionrate,socialmediaconversionrate,searchengineconversionrate,repeatcustomer,premiummember,hasreturneditems
CUST02147,Unknown,20.0,Prefer not to say,Very High,Japan,Paris,2.0,108.06527913174811,339.7967281620266,Books,Sports,0.3115847295449981,0.2633360773090396,Never,3.0,3.0290327962615278,0.3136707896078017,0.3607987754925897,0.1739651146083935,Yes,No,No
CUST02148,Unknown,48.0,Unknown,Unknown,Germany,London,17.0,100.31795534080428,1610.1023266697223,Electronics,Beauty,0.276054073941551,0.2818074241216672,Never,1.0,10.0,0.4615405701685737,0.2,0.0376302346218005,Yes,No,Yes
CUST02149,2020-04-20,Unknown,Unknown,Very High,Australia,Sydney,4.0,40.03130294603413,141.9611825518352,Unknown,Unknown,0.3570333505442283,0.2820998553409135,Unknown,2.0,6.347690860487313,0.0168507033652999,0.1034788960872084,0.2579281960483179,Yes,Yes,Yes
CUST02150,2023-01-11,22.0,Female,Unknown,Australia,Tokyo,16.0,113.5902431005325,1913.3251587393136,Food,Electronics,0.2248349135485472,0.5315438333451693,High,2.0,9.17418148190199,0.0988925247572763,0.1669012260388972,0.2408479151686188,Yes,No,No
CUST02151,2021-06-05,43.0,Prefer not to say,High,France,Tokyo,7.0,40.5836505990201,228.4838922348072,Electronics,Books,0.1510153259293869,0.1248729713729116,Never,2.0,8.462934318634629,0.1311983351303787,0.4666789820203965,0.0858658044977813,Yes,No,No
CUST02152,2022-09-16,44.0,Prefer not to say,Unknown,Japan,Berlin,1.0,23.46347405809808,-64.36098631512229,Clothing,Unknown,0.3582634485101512,0.3264990790690442,Unknown,2.0,8.279862972628669,0.362559684051461,0.0710350579033685,0.0195992758923299,No,No,No
CUST02153,2022-07-01,Unknown,Unknown,Very High,Canada,London,5.0,35.90708774828953,117.60235826075684,Electronics,Sports,0.1771103161994557,0.1910826623595548,Unknown,2.0,7.907620549256491,0.1364809453956573,0.2,0.2215298298006364,Yes,Yes,Yes
CUST02154,2020-05-24,53.0,Unknown,High,Australia,London,2.0,22.308512792753465,109.72382896822272,Food,Clothing,0.1375708578949784,0.2618359402483555,Unknown,1.0,7.833552063244286,0.3127552179764374,0.2612614693386137,0.0819044548353542,Yes,Yes,Yes
CUST02155,2022-01-04,Unknown,Other,High,Unknown,Los Angeles,1.0,96.76776075731874,110.794011362044,Beauty,Food,0.0362705319675941,0.1024226562034516,Low,2.0,8.990807339064562,0.3987464199035379,0.2743001491326478,0.3258422929598211,No,Unknown,Yes
CUST02156,2019-11-21,18.0,Female,Medium,USA,New York,3.0,19.733665654125197,-53.862458682959456,Clothing,Food,0.6561561473877422,0.1632824937785844,Low,1.0,6.250882211322571,0.3523046084120052,0.133775960542595,0.0834411423891689,Yes,No,Yes
CUST02157,2023-07-04,32.0,Male,Very High,UK,Tokyo,4.0,63.55980787954337,137.79954997175088,Sports,Home Goods,0.4825676799889732,0.411521235435442,Unknown,1.0,6.327069775261312,0.1382547885691709,0.140806717176496,0.3131496670163908,Yes,Yes,No
CUST02158,2021-11-23,40.0,Female,Unknown,Unknown,Tokyo,4.0,189.22,672.92,Toys,Food,0.4742878419621273,0.2670480850809845,Low,3.0,5.004006845442277,0.1938149883016542,0.0847569597481578,0.1618497700872496,Yes,Yes,Yes
CUST02159,2023-06-25,69.0,Other,Very High,France,Berlin,7.0,243.27297666422209,1825.0991984176148,Unknown,Books,0.2131732804674652,0.2736995866395151,High,1.0,6.96,0.2205846536820186,0.201042767622422,0.167120630330844,Yes,Yes,No
CUST02160,2019-11-03,23.0,Male,Low,Other,London,5.0,113.21524748845503,653.3140712195,Home Goods,Unknown,0.6153937127461907,0.4366382672271159,Low,1.0,6.96,0.124131085055125,0.1498400503209561,0.1567031975890859,Yes,Yes,Yes
CUST02161,2021-03-17,20.0,Female,Medium,Other,Sydney,5.0,61.37966648717954,203.4844187416648,Home Goods,Food,0.3021079832397141,0.2802957759141956,High,2.0,9.292566964621736,0.2997558819168083,0.0924874786452869,0.0708921306960393,No,No,No
CUST02162,2022-02-04,20.0,Other,Unknown,Other,New York,4.0,53.50863333239479,114.64052618247284,Books,Unknown,0.4102193260782665,0.2071660284287705,Medium,3.0,7.666099080517488,0.3545036691404253,0.0909094048475068,0.0750884672882649,Yes,Unknown,No
CUST02163,2020-08-01,53.0,Unknown,Medium,USA,Sydney,2.0,38.5983125400209,672.92,Books,Beauty,0.2579931236685206,0.217320008477938,Unknown,4.0,6.96,0.1813738370856383,0.4087830223103387,0.3555280928469844,Yes,Yes,Yes
CUST02164,2021-12-20,24.0,Other,Low,Unknown,New York,1.0,124.88587249747684,137.41845931616334,Sports,Toys,0.1713127403400006,0.2800046747755914,Unknown,2.0,7.586919400992128,0.123698500729161,0.0949648987256202,0.2481508456785312,No,No,Yes
CUST02165,2020-06-14,22.0,Male,Unknown,Unknown,New York,14.0,78.32682087332743,1246.4092707298569,Food,Toys,0.287374714665117,0.29,High,0.0,8.224037195371999,0.1154316145047766,0.1543454478384552,0.2188801423107196,Yes,No,No
CUST02166,2023-12-30,38.0,Prefer not to say,Very High,Other,Tokyo,8.0,33.643039790170455,307.413587462195,Unknown,Books,0.6173672172055286,0.4362484329868495,Medium,1.0,5.288536352212171,0.4358103272691257,0.3390459898753283,0.2375573739319404,Yes,No,No
CUST02167,2021-08-29,39.0,Prefer not to say,High,Other,Unknown,2.0,165.17276329251064,335.4564364691963,Food,Beauty,0.3180441477228705,0.1003411421818288,High,2.0,4.809977479374333,0.1807667052182352,0.1398402851700132,0.5559416813989884,Yes,No,Unknown
CUST02168,Unknown,51.0,Female,High,France,Sydney,5.0,12.410942792277812,48.56838262206218,Clothing,Unknown,0.1265463302417991,0.1174293979213326,Unknown,4.0,6.712621604094514,0.0632075408580373,0.3503175789037978,0.2,Yes,No,No
CUST02169,2023-08-31,36.0,Unknown,Medium,USA,New York,0.0,12.869109943906835,80.45574765097976,Toys,Beauty,0.5887443634320603,0.3165365209127074,Low,4.0,8.44038701497532,0.2368596527722346,0.4145639432699239,0.3076617278949922,No,Yes,No
CUST02170,2021-01-10,38.0,Unknown,Unknown,USA,Los Angeles,7.0,11.047149716199456,214.97173502152796,Sports,Sports,0.1664739841817281,0.2466497172264914,Medium,0.0,5.54225010748952,0.137118282024065,0.3586187152857206,0.4828736934704085,Yes,No,No
CUST02171,2022-10-20,33.0,Other,High,Germany,Los Angeles,0.0,15.467412679024903,114.74246185391245,Books,Electronics,0.3242210840621092,0.4244308287228099,Never,1.0,6.813792776157341,0.1385832176657146,0.1630600255336494,0.4747279177522504,No,No,Yes
CUST02172,2023-04-23,15.0,Male,High,Unknown,London,7.0,82.54799754140784,479.3217338377931,Clothing,Home Goods,0.4485950087754844,0.1715214845214772,Low,1.0,5.791114744889336,0.041501385981682,0.1131064040972045,0.150807759846473,Yes,No,Yes
CUST02173,2019-01-06,32.0,Prefer not to say,Very High,France,Other,5.0,40.71333351069824,151.92399135425765,Beauty,Unknown,0.4688777932827603,0.1565215593391945,High,2.0,7.1611535339081245,0.3743016022172615,0.4392426466151141,0.3537441910006688,Yes,No,Yes
CUST02174,2023-02-24,35.0,Unknown,High,Unknown,New York,3.0,24.266216647552724,41.970192274133424,Electronics,Unknown,0.28,0.5007577224158107,Low,2.0,6.735970937171087,0.1261167375009826,0.0936992797280356,0.3773696241794363,Yes,No,No
CUST02175,2020-05-02,28.0,Prefer not to say,Low,USA,Unknown,1.0,136.62241154255034,-13.291533695081114,Home Goods,Beauty,0.200997164832679,0.2379239354248753,High,2.0,9.79743475710637,0.2,0.2,0.1000294801763741,No,No,Yes
CUST02176,2019-01-19,11.0,Other,Medium,Canada,London,11.0,15.327331237593548,107.5485604910587,Unknown,Toys,0.414807263292233,0.3502480913708282,High,2.0,6.987498755495654,0.2159351405931668,0.2643990387783537,0.1000018889480738,Yes,No,Yes
Unknown,Unknown,17.0,Other,High,USA,Other,4.0,59.770007508867,255.4707218253637,Clothing,Toys,0.4696561900317568,0.5848796726603699,Medium,3.0,6.889830152241361,0.0930732271562709,0.1252530893147757,0.0817453223314341,Yes,No,No
CUST02178,2019-03-01,34.0,Male,Unknown,USA,Paris,12.0,19.55813526678875,342.3024471180482,Unknown,Home Goods,0.2232581052257821,0.1387412057907047,High,2.0,6.96,0.0084421684430273,0.3565664844034323,0.2828243107300909,Yes,No,Yes
CUST02179,2019-09-21,48.0,Unknown,Low,Australia,Tokyo,0.0,97.28624843041268,-97.87667480493148,Home Goods,Food,0.0993979061142833,0.2901179114377011,Unknown,1.0,7.266142576844728,0.0748254241806525,0.1997716708554471,0.1250897688653998,No,No,Unknown
CUST02180,2020-06-13,60.0,Other,Unknown,Canada,Los Angeles,13.0,100.954144230145,1480.4634133791574,Unknown,Home Goods,0.4637921810175403,0.2612453930262758,Unknown,1.0,7.780662256240358,0.0966633042778341,0.1555780487722653,0.2795122542821951,Yes,No,No
CUST02181,2019-08-21,32.0,Other,Medium,France,Los Angeles,2.0,109.39123328491246,286.2452148671311,Home Goods,Food,0.2776507688130565,0.0683585523142537,Unknown,1.0,5.994191711840688,0.056756744286156,0.1983760566907841,0.2378411909936901,Yes,No,Unknown
CUST02182,2019-08-16,24.0,Prefer not to say,Medium,UK,Tokyo,10.0,189.22,940.909545854101,Food,Sports,0.1686996424828996,0.0528633094006382,Medium,1.0,7.301944949551416,0.7019896264574864,0.129667090073882,0.054858000355313,Yes,No,Yes
Unknown,2022-08-15,29.0,Female,Medium,Germany,Berlin,3.0,187.43452180307256,657.4962333898033,Sports,Unknown,0.1062646381274551,0.481962851505144,Low,3.0,6.430796562477431,0.2845398668774188,0.2170667861313204,0.3017115039269473,Yes,No,No
CUST02184,2019-07-27,19.0,Unknown,High,Australia,Paris,3.0,46.4675182909797,172.48549505228516,Food,Unknown,0.1422726158498879,0.5338426566156284,High,3.0,6.76925054418111,0.4619062441198664,0.3235915238856749,0.1372693718902341,Yes,No,No
CUST02185,2023-09-07,46.0,Male,Low,UK,Sydney,2.0,29.127946960410675,58.289811092147495,Unknown,Food,0.1114500578637587,0.2942961461931495,Never,4.0,7.619154200356877,0.1404659637502949,0.1629864389549079,0.2649054614509005,Yes,No,Yes
CUST02186,2023-09-22,67.0,Unknown,Unknown,France,Los Angeles,6.0,44.91181592032321,192.40353430438876,Food,Unknown,0.28,0.4810568471578265,Unknown,1.0,4.2122716356403,0.049515744372821,0.2940081179501826,0.2392750498012565,Yes,Yes,No
CUST02187,2022-09-01,24.0,Prefer not to say,Medium,France,Sydney,4.0,189.22,121.11209486287302,Unknown,Clothing,0.2726395643504244,0.3425619764389984,Never,2.0,2.0707279110798407,0.1810551400612244,0.1192996741885919,0.4153963344649211,Yes,Unknown,No
CUST02188,2018-06-26,17.0,Male,Low,Australia,New York,5.0,189.22,117.33782675034496,Unknown,Clothing,0.2244776779559646,0.2109520586851995,Never,4.0,3.5730072370048847,0.2,0.2910549697042314,0.235938099808503,No,No,Yes
CUST02189,2019-06-13,50.0,Other,Very High,Canada,Tokyo,9.0,114.08183630790232,1125.0468119320424,Toys,Toys,0.096386385657676,0.4557425510010592,Medium,3.0,5.462458670649084,0.2103669988532286,0.081436268831373,0.1780980370412064,Yes,No,No
CUST02190,2022-06-22,39.0,Unknown,Very High,UK,New York,9.0,242.2091477857717,2260.8799977069007,Toys,Home Goods,0.3257576733796355,0.1502000751088548,High,3.0,9.506544241845356,0.2747433415156179,0.0518932212388435,0.1494455380605618,Yes,Yes,No
CUST02191,2020-08-23,40.0,Male,Low,USA,Tokyo,5.0,33.1523550296237,130.45993906710942,Clothing,Home Goods,0.2057554213343349,0.1423950481575078,Never,2.0,6.223624008399197,0.1646291652658641,0.3489243070565448,0.097235557855159,Yes,No,Yes
CUST02192,2022-02-26,Unknown,Unknown,Very High,Canada,Sydney,1.0,104.4648867580084,341.6918106570645,Electronics,Sports,0.28,0.5002048721252417,Low,2.0,10.0,0.0770423947514797,0.1957128311017384,0.2444207184208033,No,No,No
CUST02193,2018-07-17,14.0,Male,Very High,Canada,New York,3.0,32.429995024391175,61.65487919486407,Books,Unknown,0.374050637254494,0.2550875679545547,High,3.0,5.439529079014733,0.2,0.1634617602799841,0.2501905412458794,Yes,No,No
CUST02194,2020-05-02,14.0,Unknown,Medium,Germany,Tokyo,4.0,53.06315247125363,226.04245859756455,Clothing,Electronics,0.1082878994873771,0.4835114628467313,Low,1.0,5.593315158167106,0.2,0.1468280872529816,0.168834364463884,Yes,No,Yes
CUST02195,2022-03-18,32.0,Unknown,High,Canada,Sydney,14.0,30.95588992043457,491.888913928265,Toys,Sports,0.2035300807172414,0.1405656185403423,Unknown,3.0,7.977297216983907,0.0764578835362501,0.326575828689684,0.2062259464768658,Yes,No,No
CUST02196,2023-09-01,35.0,Unknown,High,UK,Sydney,5.0,324.33883686985484,1691.7217529891186,Clothing,Unknown,0.2615714211599694,0.4573996706315318,High,2.0,6.248821920165412,0.1406726243874791,0.1097634601957112,0.1906896525515239,Yes,Yes,Yes
CUST02197,2020-12-16,29.0,Female,High,France,London,1.0,26.35541369084788,109.3249861906761,Toys,Home Goods,0.100717148482462,0.0645967575170151,Unknown,2.0,3.777175097290652,0.1834695102691145,0.2233332356660712,0.1148778795836091,No,No,Yes
CUST02198,2018-04-08,71.0,Female,High,Australia,Los Angeles,3.0,189.22,-125.83108793500357,Home Goods,Beauty,0.0741259344751457,0.3831702891576775,Low,2.0,4.703072021472001,0.0229890480202282,0.2,0.234073605508634,Yes,No,No
CUST02199,2023-03-19,30.0,Unknown,Unknown,Germany,London,3.0,36.32554836298719,29.206705298629515,Clothing,Food,0.3754995548828294,0.286733953032252,Medium,1.0,7.632679613260471,0.2652159823741848,0.3383867103538245,0.2570184113099092,Yes,Unknown,Yes
CUST02200,2019-03-11,26.0,Male,Medium,Australia,Sydney,5.0,189.22,482.69355520846347,Home Goods,Beauty,0.3463906168095468,0.29,Never,4.0,8.903518866021148,0.1675154891787326,0.1593996386738194,0.2563573650905078,Yes,No,No
CUST02201,2019-09-29,36.0,Female,Low,Australia,Los Angeles,5.0,29.689147972014453,24.543070850845083,Beauty,Home Goods,0.2039257718772736,0.1868950146688006,Unknown,5.0,9.10427236492464,0.1413434927881206,0.3180525262750497,0.0712439363015285,Yes,No,No
CUST02202,2019-08-11,49.0,Unknown,Very High,USA,Berlin,1.0,428.15451507885376,453.3876522479218,Clothing,Unknown,0.4596008258005949,0.29,Never,3.0,6.96,0.0691400501144108,0.3877158627548711,0.4944999184705719,No,No,No
CUST02203,2018-12-10,24.0,Other,Medium,Other,London,4.0,48.48561798591852,121.55288362811682,Toys,Food,0.0908943042674689,0.4686011889665806,Unknown,0.0,8.974492764822568,0.3471397842587395,0.1835933723842298,0.2178277063842172,Unknown,No,No
CUST02204,2021-08-10,32.0,Female,Unknown,Japan,Los Angeles,5.0,75.40783755995115,423.2599430071704,Home Goods,Sports,0.2972353735080402,0.3215187000445625,Never,1.0,4.530628241138576,0.4033980821295578,0.1416636023474475,0.250807713902378,Yes,No,No
CUST02205,Unknown,49.0,Unknown,High,UK,Berlin,6.0,27.116602343399084,129.59213055188738,Unknown,Sports,0.2696287188602593,0.1618579046759689,Medium,3.0,5.6938149163764775,0.1239215126100806,0.1688266016899467,0.4318751815201241,Yes,No,No
CUST02206,2019-07-25,50.0,Male,Very High,USA,Sydney,1.0,40.56828166539585,26.71807781464924,Beauty,Toys,0.3689550307487125,0.2556256369010353,Never,3.0,7.395521608916326,0.0926545208344473,0.1560020230043297,0.3008999399284473,No,Yes,Yes
CUST02207,2019-09-03,38.0,Female,High,Japan,Los Angeles,7.0,131.3894020968748,906.4467599127734,Unknown,Food,0.2253379968461709,0.555029960143013,Unknown,2.0,6.507351913548099,0.1468498866164126,0.2783399527404729,0.163636788692054,Yes,Yes,No
CUST02208,2022-09-24,71.0,Unknown,High,Japan,Paris,3.0,57.20520356820612,87.22274836909534,Electronics,Beauty,0.3775688374039481,0.1754542185754143,Never,0.0,3.745518121900707,0.2530650597634209,0.0852228713368544,0.2652276511948418,Yes,No,Yes
CUST02209,2023-01-29,64.0,Unknown,High,Canada,Tokyo,6.0,189.22,747.8449661971389,Home Goods,Food,0.0788774758483752,0.5099046466942528,Unknown,2.0,10.0,0.2857244914898437,0.2677987644543009,0.1420116395604087,Yes,No,No
CUST02210,2020-08-17,13.0,Prefer not to say,Unknown,UK,London,5.0,84.89037001899091,404.4926714823866,Food,Books,0.0986067402948809,0.7624317541582165,Unknown,0.0,6.055945095068583,0.2620041471409273,0.0855006828463457,0.0950178987607099,Yes,No,Yes
CUST02211,2023-09-11,9.0,Unknown,Unknown,Other,New York,12.0,189.22,152.35170250476858,Home Goods,Unknown,0.1657698873831468,0.5622989377752068,Low,2.0,8.088682472872776,0.263591432981532,0.2377827189104506,0.4531026485513307,Yes,No,Yes
CUST02212,2019-06-16,46.0,Prefer not to say,High,Australia,Berlin,1.0,11.20868273936338,672.92,Unknown,Clothing,0.5867217102593258,0.5431223524602798,Medium,3.0,3.905998418724843,0.6062271127630592,0.3321799278728337,0.2419412107085694,No,No,Yes
CUST02213,2021-03-23,55.0,Male,High,Japan,Berlin,0.0,42.08742306912673,-151.30316994815956,Unknown,Clothing,0.5319379904294123,0.3880437436745389,Medium,0.0,10.0,0.2703065130309236,0.2082233469868624,0.1228811000920366,No,Yes,Yes
CUST02214,2020-12-27,31.0,Male,Medium,Germany,Sydney,2.0,189.22,-27.51040491731088,Food,Unknown,0.4672708906446523,0.39759540304451,Unknown,0.0,6.52832873880794,0.0418699204206752,0.0398428038145811,0.2726919837486285,Yes,No,Yes
CUST02215,2023-03-17,27.0,Other,High,Australia,Unknown,4.0,74.01179848125044,252.91551392920255,Books,Beauty,0.407219610001851,0.2328521726666594,Never,0.0,6.541507943245306,0.2827773543945766,0.1307797527755647,0.1565389803698535,Yes,Yes,No
CUST02216,2020-06-02,22.0,Prefer not to say,Medium,Germany,New York,6.0,62.74582092887412,374.8990311526154,Electronics,Sports,0.314494687113057,0.1163525550794374,Unknown,4.0,7.2474492691732,0.0553186382079718,0.2175106176762039,0.1599668435586269,Yes,No,No
CUST02217,2022-08-06,17.0,Unknown,Very High,USA,Berlin,8.0,51.51330237106656,501.0604368520477,Food,Clothing,0.1263389166682805,0.1372245637449446,Never,2.0,9.39761701469153,0.1579808632236427,0.3172662042110776,0.0130200395106263,Yes,No,Yes
CUST02218,Unknown,52.0,Other,Very High,Unknown,New York,4.0,39.42332794762962,160.5830448057892,Home Goods,Beauty,0.2215523837341572,0.4542485991100946,High,0.0,6.810332021762433,0.3161428557031465,0.1986521442611379,0.3367020317487519,Yes,No,No
CUST02219,2022-10-16,29.0,Other,Very High,Japan,New York,2.0,189.22,218.1144230832656,Electronics,Beauty,0.0849995198312223,0.1540027809027089,Unknown,1.0,7.501290864428373,0.2206163620577845,0.0811339771927726,0.1262191841024122,Unknown,No,Unknown
CUST02220,2020-02-21,39.0,Male,Medium,Other,Los Angeles,7.0,72.62684474811846,645.4410515602515,Unknown,Sports,0.3904489492251212,0.2826710001163512,Medium,1.0,4.868101201654229,0.3109799435366711,0.2561335794141583,0.1393618808301952,Yes,Yes,No
CUST02221,2023-10-07,7.0,Unknown,Unknown,Australia,London,5.0,119.65973276518278,518.8775596782162,Food,Beauty,0.3562921507951507,0.3203545358454267,Low,0.0,6.914748885986071,0.1544856651024496,0.2322246190336939,0.3618570452579466,Unknown,No,Yes
CUST02222,2020-05-30,50.0,Prefer not to say,Unknown,Germany,Paris,3.0,46.379984215329536,672.92,Clothing,Clothing,0.2664128753036913,0.3346193604251568,Medium,0.0,3.0379897162874445,0.4655830677529675,0.4063883225353602,0.1619624940917576,Yes,No,No
CUST02223,Unknown,43.0,Male,High,Other,Berlin,5.0,223.50242325274135,1508.746696834209,Toys,Home Goods,0.2749345891078019,0.1051226134977828,Low,1.0,9.756325300320052,0.1227178203074184,0.4086937713770107,0.1033520885085164,Yes,Yes,No
CUST02224,2023-10-15,14.0,Unknown,Very High,USA,Los Angeles,1.0,6886.416011816536,672.92,Books,Food,0.3294568806988618,0.191839010154455,High,0.0,7.757719677935747,0.4406045920911197,0.132846732033796,0.2146855329557415,No,No,No
CUST02225,2022-11-19,38.0,Female,Low,France,Paris,5.0,21.02301276112795,30.496870824883004,Toys,Electronics,0.1143720423189002,0.3942313525881907,Low,3.0,4.206861474978465,0.0771462395311839,0.1521732536903954,0.2382879833320814,Yes,No,Yes
CUST02226,2021-07-01,35.0,Other,High,Unknown,Paris,4.0,95.27701191026496,333.23050309134146,Food,Unknown,0.4544469526379003,0.0518381244647073,Low,3.0,7.054703099551362,0.1459800775547032,0.2207357132046449,0.1592834879364868,Yes,No,No
CUST02227,2023-06-15,28.0,Female,Unknown,Germany,Berlin,7.0,164.46282026188837,1218.681269388978,Unknown,Home Goods,0.2266032081431972,0.1828300313975073,Medium,2.0,3.094118721652404,0.103137094778235,0.1273146938977497,0.2,Unknown,No,Unknown
CUST02228,2020-12-03,-8.0,Male,Unknown,Germany,Berlin,6.0,87.6133916529736,386.5061581338912,Home Goods,Clothing,0.3807839506044215,0.1176842560107743,Medium,2.0,7.605502414075329,0.115787256919465,0.3510925962084039,0.2691682578302038,Yes,No,No
CUST02229,2022-04-27,Unknown,Prefer not to say,Very High,Australia,Los Angeles,5.0,153.54364769541866,274.6206475460245,Unknown,Home Goods,0.28,0.2807450375882642,Medium,2.0,7.522136621501304,0.2,0.2007222731223583,0.2911774721051612,Yes,No,Yes
CUST02230,Unknown,39.0,Unknown,Medium,Australia,Berlin,3.0,79.18430789654948,140.27109411617752,Unknown,Clothing,0.1128735032714109,0.1095622205411587,High,2.0,6.196636749763584,0.4812304079761186,0.2348486130159456,0.2786972955612117,Yes,No,No
CUST02231,2020-02-13,26.0,Female,High,USA,Paris,8.0,37.90415784301484,672.92,Toys,Unknown,0.3083248284346582,0.3450903907831065,Medium,3.0,7.246575058965831,0.2262530283591383,0.2179162284956583,0.2481927890232205,Yes,No,No
CUST02232,2022-12-20,31.0,Unknown,Medium,Germany,Berlin,4.0,114.20930663502442,625.597822250216,Electronics,Sports,0.3464404024210047,0.1528968769230364,Low,1.0,6.663874790860451,0.2548153978074336,0.161057633431481,0.3048834190145094,Yes,No,No
CUST02233,2021-04-16,57.0,Male,Unknown,Japan,Tokyo,0.0,4.213021858229151,120.0949321837995,Toys,Books,0.1374044099569779,0.1692901400088941,Medium,1.0,7.662477066093409,0.174650187029837,0.5106447322991144,0.1958795141112322,No,No,No
CUST02234,2021-12-21,33.0,Male,Very High,Unknown,Tokyo,3.0,30.357428969125,672.92,Sports,Home Goods,0.5359790449561376,0.1411909715904558,Unknown,0.0,7.573473120677383,0.2770942276514402,0.1820599168342233,0.2026333354806558,Yes,No,No
CUST02235,2018-11-03,3.0,Male,Unknown,Germany,Los Angeles,1.0,72.70629050331969,-31.587666913459643,Unknown,Unknown,0.5473790723173384,0.265316616510103,Low,5.0,7.655467130939985,0.2,0.0717476818515805,0.4705153535191186,No,Yes,No
CUST02236,2020-02-18,32.0,Prefer not to say,Very High,USA,Los Angeles,2.0,34.58755073866179,61.1656563255658,Beauty,Unknown,0.6987463688476245,0.5491024392261079,Unknown,2.0,3.769956065068463,0.1595048663925405,0.191359675384064,0.3023147371876115,Yes,No,No
CUST02237,2018-01-08,36.0,Female,Low,Japan,Los Angeles,4.0,32.20281982604925,237.12852359915289,Clothing,Home Goods,0.1943296451571341,0.3670659076382055,Medium,2.0,7.140999249057011,0.0908013012568859,0.2559946112041045,0.2464392113914959,Unknown,Yes,No
Unknown,2019-04-21,22.0,Unknown,Medium,Other,Berlin,5.0,92.64517856768562,583.7600489518939,Electronics,Sports,0.3795443599344135,0.4146693313823972,Unknown,1.0,10.0,0.1830583316193599,0.2068027064855596,0.1222341894194286,Yes,No,No
CUST02239,2021-08-13,46.0,Other,High,Japan,London,6.0,11.840465568211972,-154.94112982425125,Beauty,Toys,0.6846382474795745,0.112698509578138,High,2.0,5.174427837594117,0.0342751820930983,0.2054092584886505,0.3223789627287313,Yes,No,No
CUST02240,2019-04-30,13.0,Male,Very High,Germany,Los Angeles,2.0,109.77378668902456,337.5276780567789,Toys,Unknown,0.444980098665938,0.071875240409537,Unknown,0.0,5.072323092394316,0.074311031783573,0.0807956371451921,0.1322396738368047,Yes,No,Yes
CUST02241,2020-06-23,32.0,Unknown,Low,Other,London,5.0,129.2037770883692,745.9421286469186,Sports,Food,0.1092603614337821,0.4782786193171567,Low,1.0,4.975212271163988,0.2515514636444727,0.2,0.191913881528152,Yes,No,Yes
Unknown,2019-07-13,12.0,Unknown,Low,UK,New York,5.0,43.32028014215667,131.24020615307808,Home Goods,Food,0.3161217251203003,0.3028151128666522,Never,2.0,8.039904911304081,0.0527971010301997,0.0995639279047179,0.0560679208708318,Yes,No,Yes
CUST02243,2023-05-22,30.0,Prefer not to say,Medium,Australia,Los Angeles,11.0,19.0071604636671,289.0315103581753,Toys,Home Goods,0.4935096606888641,0.1463955387027896,Low,3.0,9.481954998737557,0.2369941854092216,0.1047764127664959,0.305987972962245,Yes,No,Yes
CUST02244,2021-02-01,Unknown,Female,Very High,UK,London,10.0,26.88501983876101,340.77429704607977,Sports,Sports,0.3133237922279756,0.2167183995389142,Medium,1.0,9.02129412304814,0.1975687561319359,0.1824211864273139,0.2975672338272313,Yes,Unknown,No
CUST02245,2021-05-18,32.0,Prefer not to say,High,Japan,Sydney,3.0,186.40872591325203,539.9972869436233,Food,Sports,0.1419919145711013,0.2415945061526465,Low,6.0,4.880863262451452,0.1541511154735055,0.037079164748237,0.2225677637739243,Yes,No,No
CUST02246,2019-04-13,31.0,Prefer not to say,High,USA,Other,7.0,39.24181916969879,190.7827581359287,Sports,Toys,0.5949386779264074,0.0859162607813655,High,2.0,10.0,0.0995031848963129,0.1186894096294066,0.1586455376984913,Yes,No,No
Unknown,2020-04-27,35.0,Unknown,High,Japan,London,1.0,44.96444494550643,42.003167655095545,Toys,Clothing,0.7908155271796827,0.3503295765303346,Low,2.0,7.3175280780380865,0.1842480249509389,0.4313426422944497,0.2,No,No,No
CUST02248,2018-09-16,36.0,Female,Unknown,UK,Paris,2.0,12.600501562908464,83.07360224840805,Electronics,Food,0.024367676873113,0.2059924376710892,Medium,2.0,5.352903024939273,0.1800795845729114,0.2820434042038053,0.1514105038866512,Yes,No,Yes
CUST02249,2018-10-10,45.0,Female,Unknown,USA,Other,3.0,86.94846358579782,234.50550924832612,Toys,Clothing,0.1924833933792168,0.4553983526155838,Unknown,2.0,6.52332448752821,0.0676860946893505,0.1328689659918585,0.2460756527642185,Yes,No,No
CUST02250,2022-07-08,45.0,Female,Very High,Australia,Sydney,4.0,21.482776113338456,225.9134340289495,Unknown,Sports,0.3916148229091279,0.1696525892674671,Low,1.0,7.885688972991805,0.146613080330612,0.4117391450883705,0.1585168953699314,Yes,No,No
CUST02251,2023-03-14,56.0,Male,High,Japan,Other,5.0,6.598935463587503,42.69626180375985,Unknown,Books,0.1609056740179526,0.2875883117592933,Never,1.0,6.205064310239442,0.094281083505298,0.3040795224579662,0.0937320120347242,Unknown,No,No
CUST02252,2018-02-09,37.0,Female,Unknown,USA,London,8.0,38.395288290299526,313.56783707273826,Toys,Beauty,0.1906990196044843,0.1954579960120559,Medium,3.0,9.66009945095692,0.155311410919746,0.1404728063847968,0.3425311322969289,Yes,Yes,No
CUST02253,2020-10-11,10.0,Unknown,High,Australia,Paris,5.0,75.07913432072858,457.8977333545915,Electronics,Beauty,0.2893075399986913,0.5080296243198612,High,5.0,7.597933532517521,0.4166325557974474,0.2170582351928708,0.3018635458143099,Yes,No,No
